tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads,taxRank_raw
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28125,28125,Prevotella_bivia,Prevotella bivia,species,0.8962,abund,0.008962,2427673,7291,7287,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28127,28127,Hoylesella_buccalis,Hoylesella buccalis,species,0.0,abund,0.0,3308059,1,1,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28128,28128,Prevotella_corporis,Prevotella corporis,species,0.8955899999999999,abund,0.0089559,2947105,8683,8683,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28131,28131,Prevotella_intermedia,Prevotella intermedia,species,0.0,abund,0.0,5513780,2,2,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28198,28198,Aliarcobacter_cryaerophilus,Aliarcobacter cryaerophilus,species,0.0,abund,0.0,9048934,2,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,28251,28251,Ornithobacterium_rhinotracheale,Ornithobacterium rhinotracheale,species,0.0,abund,0.0,16365013,1,1,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,29347,29347,[Clostridium]_scindens,[Clostridium]_scindens,species,0.0032700000000000003,abund,3.27e-05,11968617,755,562,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,29370,29370,Lacrimispora_sphenoides,Lacrimispora sphenoides,species,0.0,abund,0.0,5300135,4,4,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,29375,29375,Lacrimispora_xylanolytica,Lacrimispora xylanolytica,species,0.0,abund,0.0,4516221,4,4,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,29379,29379,Staphylococcus_auricularis,Staphylococcus auricularis,species,1.9999999999999998e-05,abund,2e-07,2263046,4,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,29389,29389,Streptococcus_alactolyticus,Streptococcus alactolyticus,species,0.0,abund,0.0,1832198,26,26,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,29394,29394,Dolosigranulum_pigrum,Dolosigranulum pigrum,species,0.0,abund,0.0,32919203,1,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,29466,29466,Veillonella_parvula,Veillonella parvula,species,0.9062499999999999,abund,0.0090625,2163492,6371,830,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,33031,33031,Peptoniphilus_lacrimalis,Peptoniphilus lacrimalis,species,0.8684000000000001,abund,0.008684,1675552,5027,5027,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,33035,33035,Blautia_producta,Blautia producta,species,0.0,abund,0.0,6275977,28,27,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,33038,33038,Mediterraneibacter_gnavus,Mediterraneibacter gnavus,species,7e-05,abund,7e-07,40026036,533,205,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,33039,33039,[Ruminococcus]_torques,[Ruminococcus]_torques,species,0.89447,abund,0.0089447,3128780,9169,8950,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,33043,33043,Coprococcus_eutactus,Coprococcus eutactus,species,0.0,abund,0.0,3113127,1,1,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,33940,33940,Geobacillus_thermodenitrificans,Geobacillus thermodenitrificans,species,0.0,abund,0.0,3686987,3,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,34003,34003,Paracoccus_aminophilus,Paracoccus aminophilus,species,0.0,abund,0.0,4232571,2,2,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,34085,34085,Riemerella_anatipestifer,Riemerella anatipestifer,species,0.0,abund,0.0,4475521,2,2,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,34090,34090,Pelodictyon_phaeoclathratiforme,Pelodictyon phaeoclathratiforme,species,0.0,abund,0.0,3018238,30,30,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,36839,36839,Clostridium_felsineum,Clostridium felsineum,species,0.0,abund,0.0,10375354,1,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,36841,36841,Terrisporobacter_glycolicus,Terrisporobacter glycolicus,species,0.0,abund,0.0,4060596,51,51,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,38308,38308,Gluconobacter_frateurii,Gluconobacter frateurii,species,0.0,abund,0.0,3309710,2,2,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,39485,39485,Lachnospira_eligens,Lachnospira eligens,species,0.8419599999999999,abund,0.0084196,2458486,6501,1999,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,39486,39486,Dorea_formicigenerans,Dorea formicigenerans,species,0.9183,abund,0.009183,3192759,9617,9511,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,39488,39488,Anaerobutyricum_hallii,Anaerobutyricum hallii,species,0.9472700000000001,abund,0.0094727,3664709,11185,11114,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,39490,39490,Eubacterium_ramulus,Eubacterium ramulus,species,0.93193,abund,0.0093193,3378009,10192,10178,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,39491,39491,Agathobacter_rectalis,Agathobacter rectalis,species,0.92371,abund,0.0092371,3571899,10431,1044,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,39496,39496,Eubacterium_ventriosum,Eubacterium ventriosum,species,0.92855,abund,0.0092855,2856089,8579,8579,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,39766,39766,Sulfurimonas_denitrificans,Sulfurimonas denitrificans,species,0.0,abund,0.0,2201561,3,3,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,39777,39777,Veillonella_atypica,Veillonella atypica,species,0.88896,abund,0.0088896,2071952,6190,6190,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,40520,40520,Blautia_obeum,Blautia obeum,species,1.20115,abund,0.0120115,3611763,11151,11006,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,40545,40545,Sutterella_wadsworthensis,Sutterella wadsworthensis,species,0.91138,abund,0.0091138,3026517,9095,9082,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,43675,43675,Rothia_mucilaginosa,Rothia mucilaginosa,species,0.38644,abund,0.0038644,5730049,6909,6909,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,43769,43769,Corynebacterium_propinquum,Corynebacterium propinquum,species,0.0,abund,0.0,22810944,1,0,species
