tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1219,1219,Prochlorococcus marinus,Prochlorococcus marinus,species,0.0,abund,0.0,10274173,5,5
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1238,1238,Piscirickettsia salmonis,Piscirickettsia salmonis,species,1.5817800000000002e-59,abund,1.5817800000000002e-61,13945288,5,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1245,1245,Leuconostoc mesenteroides,Leuconostoc mesenteroides,species,0.00961828,abund,9.61828e-05,16748899,4235,480
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1254,1254,Pediococcus acidilactici,Pediococcus acidilactici,species,5.47038e-66,abund,5.47038e-68,162551114,2787,1142
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1255,1255,Pediococcus pentosaceus,Pediococcus pentosaceus,species,1.074372,abund,0.01074372,1056235,7639,2042
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1280,1280,Staphylococcus aureus,Staphylococcus aureus,species,1.49444,abund,0.0149444,4785710,29849,19457
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1281,1281,Staphylococcus carnosus,Staphylococcus carnosus,species,0.0,abund,0.0,1035554,2,2
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1282,1282,Staphylococcus epidermidis,Staphylococcus epidermidis,species,1.16546e-23,abund,1.16546e-25,2803086,134,11
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1283,1283,Staphylococcus haemolyticus,Staphylococcus haemolyticus,species,5.236680000000001e-38,abund,5.2366800000000006e-40,5952935,18,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1286,1286,Staphylococcus simulans,Staphylococcus simulans,species,0.0,abund,0.0,106084649,9,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1288,1288,Staphylococcus xylosus,Staphylococcus xylosus,species,0.0,abund,0.0,109014406,12,12
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1290,1290,Staphylococcus hominis,Staphylococcus hominis,species,4.28502e-25,abund,4.2850199999999995e-27,1628351,14,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1296,1296,Mammaliicoccus sciuri,Mammaliicoccus sciuri,species,2.70693e-71,abund,2.70693e-73,205826086,615,3
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1299,1299,Deinococcus radiodurans,Deinococcus radiodurans,species,0.0049990500000000005,abund,4.99905e-05,115599016,3274,2414
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1302,1302,Streptococcus gordonii,Streptococcus gordonii,species,0.343995,abund,0.00343995,3106813,5442,855
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1303,1303,Streptococcus oralis,Streptococcus oralis,species,0.753823,abund,0.00753823,2683922,5336,743
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1304,1304,Streptococcus salivarius,Streptococcus salivarius,species,0.102439,abund,0.00102439,3203540,3105,3082
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1305,1305,Streptococcus sanguinis,Streptococcus sanguinis,species,0.771119,abund,0.00771119,1035571,3109,3094
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1307,1307,Streptococcus suis,Streptococcus suis,species,0.0,abund,0.0,2400177,3127,25
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1308,1308,Streptococcus thermophilus,Streptococcus thermophilus,species,0.2758560000000142,abund,0.002758560000000142,4303132,11385,1723
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1311,1311,Streptococcus agalactiae,Streptococcus agalactiae,species,0.0,abund,0.0,1242678,4,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,1313,1313,Streptococcus pneumoniae,Streptococcus pneumoniae,species,1.0359699999999998,abund,0.0103597,2515488,10805,10075
