tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,670,670,Vibrio parahaemolyticus,Vibrio parahaemolyticus,species,0.49848999999999993,abund,0.0049849,7461511,32624,29440
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,672,672,Vibrio vulnificus,Vibrio vulnificus,species,7.936850000000001e-19,abund,7.93685e-21,11383390,558,14
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,676,676,Vibrio fluvialis,Vibrio fluvialis,species,0.0,abund,0.0,206822540,10,4
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,680,680,Vibrio campbellii,Vibrio campbellii,species,6.65826e-16,abund,6.6582600000000005e-18,20279860,7440,217
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,688,688,Aliivibrio logei,Aliivibrio logei,species,0.0,abund,0.0,33933593,2,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,691,691,Vibrio natriegens,Vibrio natriegens,species,1.54034e-14,abund,1.54034e-16,13649423,797,12
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,703,703,Plesiomonas shigelloides,Plesiomonas shigelloides,species,0.0,abund,0.0,20412728,1,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,714,714,Aggregatibacter actinomycetemcomitans,Aggregatibacter actinomycetemcomitans,species,2.080781e-19,abund,2.080781e-21,4691488,396,62
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,715,715,Actinobacillus pleuropneumoniae,Actinobacillus pleuropneumoniae,species,9.18195e-17,abund,9.18195e-19,2117924,3631,135
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,716,716,Actinobacillus suis,Actinobacillus suis,species,0.0,abund,0.0,1035564,1,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,726,726,Haemophilus haemolyticus,Haemophilus haemolyticus,species,0.0429347,abund,0.000429347,16709894,6127,6011
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,727,727,Haemophilus influenzae,Haemophilus influenzae,species,0.257498,abund,0.00257498,3106591,9327,2972
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,728,728,Avibacterium paragallinarum,Avibacterium paragallinarum,species,0.0,abund,0.0,80526193,5,4
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,729,729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,species,0.3858960000003774,abund,0.0038589600000037737,2071182,12253,160
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,730,730,[Haemophilus] ducreyi,[Haemophilus] ducreyi,species,0.0110122,abund,0.000110122,1035570,2098,243
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,732,732,Aggregatibacter aphrophilus,Aggregatibacter aphrophilus,species,0.8195620000000832,abund,0.008195620000000832,1553324,6789,5254
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,735,735,Haemophilus parahaemolyticus,Haemophilus parahaemolyticus,species,0.0417023,abund,0.000417023,16490301,11698,264
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,738,738,Glaesserella parasuis,Glaesserella parasuis,species,0.0,abund,0.0,2462766,3,2
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,739,739,Aggregatibacter segnis,Aggregatibacter segnis,species,2.57256e-29,abund,2.5725599999999997e-31,9821685,1,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,747,747,Pasteurella multocida,Pasteurella multocida,species,5.78951e-14,abund,5.78951e-16,5334695,416,2
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,750,750,Gallibacterium anatis,Gallibacterium anatis,species,0.0018555599999999998,abund,1.85556e-05,1796660,913,547
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,753,753,Pasteurella canis,Pasteurella canis,species,0.0,abund,0.0,22458919,1,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,777,777,Coxiella burnetii,Coxiella burnetii,species,1.25534e-19,abund,1.25534e-21,4875319,13,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,781,781,Rickettsia conorii,Rickettsia conorii,species,1.1641299999999999e-35,abund,1.16413e-37,10433282,506,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,783,783,Rickettsia rickettsii,Rickettsia rickettsii,species,0.0,abund,0.0,8284979,3,2
