taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	target	lineage	num_unique	num_shared	num_children	num_cumulative	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
1502	1502	Clostridium perfringens	Clostridium perfringens	species	7e-05	abund	7e-05	1502	1||1239|186801|186802|31979|1485|1502	5	0	0	5	0.00010261183774136686	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1509	1509	Clostridium sporogenes	Clostridium sporogenes	species	0.00036	abund	0.00036	1509	1||1239|186801|186802|31979|1485|1509	26	0	0	26	0.0005277180226698868	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1512	1512	[Clostridium] symbiosum	[Clostridium] symbiosum	species	3e-05	abund	3e-05	1512	1||1239|186801|3085636|186803|1506553|1512	3	0	0	3	4.397650188915723e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1517	1517	Thermoanaerobacterium thermosaccharolyticum	Thermoanaerobacterium thermosaccharolyticum	species	2e-05	abund	2e-05	1517	1||1239|186801|68295|186814|28895|1517	1	0	0	1	2.931766792610482e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1522	1522	[Clostridium] innocuum	[Clostridium] innocuum	species	1.38593	abund	1.38593	1522	1||1239|186801|186802|31979|1485|1522	96986	0	0	96986	2.031611775441323	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1531	1531	Enterocloster clostridioformis	Enterocloster clostridioformis	species	4e-05	abund	4e-05	1531	1||1239|186801|3085636|186803|2719313|1531	5	0	0	5	5.863533585220964e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1532	1532	Blautia coccoides	Blautia coccoides	species	0.00012	abund	0.00012	1532	1||1239|186801|3085636|186803|572511|1532	11	0	0	11	0.0001759060075566289	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1547	1547	Thomasclavelia ramosa	Thomasclavelia ramosa	species	0.09552	abund	0.09552	1547	1||1239|526524|526525|2810280|3025755|1547	7491	0	0	7491	0.1400211820150766	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1564	1564	Desulforamulus ruminis	Desulforamulus ruminis	species	1e-05	abund	1e-05	1564	1||1239|186801|186802|186807|2916693|1564	1	0	0	1	1.465883396305241e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1584	1584	Lactobacillus delbrueckii	Lactobacillus delbrueckii	species	0.00024	abund	0.00024	1584	1||1239|91061|186826|33958|1578|1584	9	0	0	9	0.0003518120151132578	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1590	1590	Lactiplantibacillus plantarum	Lactiplantibacillus plantarum	species	4e-05	abund	4e-05	1590	1||1239|91061|186826|33958|2767842|1590	3	0	0	3	5.863533585220964e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1597	1597	Lacticaseibacillus paracasei	Lacticaseibacillus paracasei	species	0.00088	abund	0.00088	1597	1||1239|91061|186826|33958|2759736|1597	57	0	0	57	0.0012899773887486122	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1599	1599	Latilactobacillus sakei	Latilactobacillus sakei	species	0.00021	abund	0.00021	1599	1||1239|91061|186826|33958|2767885|1599	9	0	0	9	0.0003078355132241006	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1613	1613	Limosilactobacillus fermentum	Limosilactobacillus fermentum	species	0.00021	abund	0.00021	1613	1||1239|91061|186826|33958|2742598|1613	9	0	0	9	0.0003078355132241006	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1624	1624	Ligilactobacillus salivarius	Ligilactobacillus salivarius	species	2e-05	abund	2e-05	1624	1||1239|91061|186826|33958|2767887|1624	1	0	0	1	2.931766792610482e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1639	1639	Listeria monocytogenes	Listeria monocytogenes	species	0.00019	abund	0.00019	1639	1||1239|91061|1385|186820|1637|1639	12	0	0	12	0.00027851784529799576	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1655	1655	Actinomyces naeslundii	Actinomyces naeslundii	species	1e-05	abund	1e-05	1655	1||201174|1760|2037|2049|1654|1655	1	0	0	1	1.465883396305241e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1661	1661	Trueperella pyogenes	Trueperella pyogenes	species	0.00045	abund	0.00045	1661	1||201174|1760|2037|2049|1069494|1661	22	0	0	22	0.0006596475283373584	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1680	1680	Bifidobacterium adolescentis	Bifidobacterium adolescentis	species	0.0003	abund	0.0003	1680	1||201174|1760|85004|31953|1678|1680	14	0	0	14	0.0004397650188915723	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1685	1685	Bifidobacterium breve	Bifidobacterium breve	species	2e-05	abund	2e-05	1685	1||201174|1760|85004|31953|1678|1685	1	0	0	1	2.931766792610482e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1747	1747	Cutibacterium acnes	Cutibacterium acnes	species	6e-05	abund	6e-05	1747	1||201174|1760|85009|31957|1912216|1747	3	0	0	3	8.795300377831446e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1750	1750	Arachnia propionica	Arachnia propionica	species	1e-05	abund	1e-05	1750	1||201174|1760|85009|31957|2801844|1750	1	0	0	1	1.465883396305241e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1830	1830	Rhodococcus ruber	Rhodococcus ruber	species	1e-05	abund	1e-05	1830	1||201174|1760|85007|85025|1827|1830	1	0	0	1	1.465883396305241e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2208	2208	Methanosarcina barkeri	Methanosarcina barkeri	species	1e-05	abund	1e-05	2208	1||28890|224756|94695|2206|2207|2208	1	0	0	1	1.465883396305241e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2718	2718	Cardiobacterium hominis	Cardiobacterium hominis	species	2e-05	abund	2e-05	2718	1||1224|1236|135615|868|2717|2718	1	0	0	1	2.931766792610482e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2748	2748	Carnobacterium divergens	Carnobacterium divergens	species	0.0006	abund	0.0006	2748	1||1239|91061|186826|186828|2747|2748	35	0	0	35	0.0008795300377831446	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2751	2751	Carnobacterium maltaromaticum	Carnobacterium maltaromaticum	species	9e-05	abund	9e-05	2751	1||1239|91061|186826|186828|2747|2751	7	0	0	7	0.0001319295056674717	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
4932	4932	Saccharomyces cerevisiae	Saccharomyces cerevisiae	species	0.00013	abund	0.00013	4932	1||4890|4891|4892|4893|4930|4932	30	0	0	30	0.0001905648415196813	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5062	5062	Aspergillus oryzae	Aspergillus oryzae	species	0.0	abund	0.0	5062	1||4890|147545|5042|1131492|5052|5062	1	0	0	1	0.0	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5141	5141	Neurospora crassa	Neurospora crassa	species	0.0	abund	0.0	5141	1||4890|147550|5139|5148|5140|5141	1	0	0	1	0.0	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5207	5207	Cryptococcus neoformans	Cryptococcus neoformans	species	1e-05	abund	1e-05	5207	1||5204|155616|5234|1884633|5206|5207	2	0	0	2	1.465883396305241e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
